XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount
4.1,463.10020540,463.10020540,126.0,668.0,0.0,1.0,8.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3,352.15354051,352.15354051,93.2,521.0,0.0,2.0,5.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,376.13355396,376.13355396,84.0,571.0,0.0,2.0,5.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.1,400.14230712,400.14230712,95.5,666.0,0.0,3.0,4.0,5.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.9,400.15354051,400.15354051,102.0,605.0,0.0,3.0,5.0,6.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.6,451.0869737,451.0869737,137.0,647.0,0.0,4.0,5.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.2,274.02345529,274.02345529,98.5,313.0,0.0,1.0,4.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,333.147726857,333.147726857,64.1,423.0,0.0,1.0,4.0,5.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.8,308.11609238,308.11609238,58.6,500.0,0.0,1.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4,350.17427596,350.17427596,67.4,546.0,0.0,1.0,5.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4,362.17427596,362.17427596,69.6,616.0,0.0,1.0,5.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3,378.16919058,378.16919058,67.8,635.0,0.0,0.0,6.0,4.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.3,346.12905710,346.12905710,103.0,472.0,0.0,1.0,8.0,5.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.2,277.87649,275.87854,17.1,139.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1,283.02079,283.02079,29.5,233.0,0.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,345.99530,345.99530,68.2,543.0,0.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,276.137496527,276.137496527,50.7,316.0,0.0,1.0,4.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,356.16371127,356.16371127,83.8,505.0,0.0,3.0,3.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,252.126263138,252.126263138,42.0,355.0,0.0,1.0,3.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1,350.17427596,350.17427596,58.6,560.0,0.0,0.0,5.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4,376.18992602,376.18992602,58.6,632.0,0.0,0.0,5.0,4.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.4,373.12872275,373.12872275,124.0,585.0,0.0,3.0,9.0,6.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.1,420.22737416,420.22737416,87.4,572.0,0.0,1.0,7.0,7.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.8,411.18190113,411.18190113,100.0,543.0,0.0,1.0,9.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,406.21172409,406.21172409,87.4,542.0,0.0,1.0,7.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,406.21172409,406.21172409,87.4,542.0,0.0,1.0,7.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4,329.14878949,329.14878949,116.0,405.0,0.0,3.0,7.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,342.1359723,342.1359723,83.7,419.0,0.0,2.0,5.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8,529.22128572,529.22128572,93.0,841.0,0.0,1.0,6.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,358.09535693,358.09535693,84.5,690.0,0.0,2.0,4.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.6,326.07251349,326.07251349,96.2,500.0,0.0,2.0,5.0,3.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
4.1,292.07826757,292.07826757,81.8,347.0,0.0,2.0,4.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,359.12699141,359.12699141,87.2,511.0,0.0,3.0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,329.05826040,329.05826040,148.0,452.0,0.0,4.0,7.0,3.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3.0,334.14297583,334.14297583,96.3,478.0,0.0,2.0,6.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.2,373.12488341,373.12488341,82.3,498.0,0.0,2.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.3,427.1887362,427.1887362,98.8,572.0,0.0,3.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6,573.24750046,573.24750046,102.0,888.0,0.0,1.0,7.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,326.14912384,326.14912384,97.5,435.0,0.0,2.0,7.0,5.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.9,362.12913729,362.12913729,77.2,501.0,0.0,1.0,7.0,5.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.7,400.17600729,400.17600729,110.0,581.0,0.0,2.0,7.0,7.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4.5,379.20082506,379.20082506,96.0,639.0,0.0,3.0,7.0,7.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6,353.14610414,353.14610414,153.0,462.0,0.0,2.0,10.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4,398.02660,398.02660,62.4,543.0,0.0,1.0,3.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3,307.15052082,307.15052082,154.0,392.0,0.0,3.0,9.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.7,490.13650829,490.13650829,86.5,747.0,0.0,1.0,10.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.9,434.0858285,434.0858285,68.0,594.0,0.0,1.0,7.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,279.04663309,279.04663309,96.9,473.0,0.0,2.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1,379.16175421,379.16175421,153.0,515.0,0.0,2.0,10.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,324.09350067,324.09350067,68.0,427.0,0.0,1.0,7.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.9,398.15180918,398.15180918,66.8,599.0,0.0,2.0,4.0,8.0,30.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0
4.3,384.14739250,384.14739250,58.6,624.0,0.0,1.0,4.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4,427.21205845,427.21205845,95.4,738.0,0.0,2.0,6.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.1,468.26375967,468.26375967,82.5,775.0,0.0,2.0,5.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.5,482.27940973,482.27940973,82.5,791.0,0.0,2.0,5.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,361.74342,359.74547,45.3,164.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.5,279.137162174,279.137162174,57.8,354.0,0.0,2.0,2.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,302.09160896,302.09160896,107.0,478.0,0.0,1.0,6.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.2,307.10692467,307.10692467,92.0,412.0,0.0,1.0,6.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3,313.11748936,313.11748936,109.0,460.0,0.0,1.0,7.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1,283.14331018,283.14331018,82.8,334.0,0.0,1.0,5.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.6,482.15363795,482.15363795,128.0,778.0,0.0,3.0,8.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,271.09324650,271.09324650,57.8,335.0,0.0,2.0,5.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4,461.21753775,461.21753775,151.0,735.0,0.0,3.0,9.0,9.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3.9,399.10554252,399.10554252,90.1,558.0,0.0,1.0,10.0,5.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.4,356.11609238,356.11609238,78.4,588.0,0.0,3.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3.1,379.16443955,379.16443955,87.6,609.0,0.0,2.0,7.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,
3.3,354.13280507,354.13280507,93.5,565.0,0.0,2.0,7.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9,329.0679523,329.0679523,88.0,502.0,0.0,2.0,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.4,540.09431,540.09431,123.0,760.0,0.0,3.0,7.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.6,366.16919058,366.16919058,106.0,433.0,0.0,2.0,7.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9,447.20188768,447.20188768,151.0,719.0,0.0,3.0,9.0,8.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,
1.5,396.15101554,396.15101554,81.1,612.0,0.0,1.0,7.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9,268.07826757,268.07826757,79.8,264.0,0.0,1.0,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.1,290.0126017,290.0126017,54.5,304.0,0.0,1.0,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,370.10414554,370.10414554,66.9,597.0,0.0,2.0,6.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1,271.157228913,271.157228913,40.5,378.0,0.0,1.0,3.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.9,314.1046722,314.1046722,78.5,338.0,0.0,3.0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6,331.0636158,331.0636158,111.0,442.0,0.0,3.0,5.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1,322.07491353,322.07491353,122.0,416.0,0.0,1.0,8.0,4.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.9,387.18075832,387.18075832,90.1,539.0,0.0,1.0,7.0,6.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.4,375.14953838,375.14953838,93.3,561.0,0.0,2.0,6.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2,297.12257474,297.12257474,110.0,426.0,0.0,3.0,5.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,455.12633996,455.12633996,154.0,870.0,0.0,3.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,385.09021,385.09021,55.1,403.0,0.0,1.0,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,425.12880293,425.12880293,107.0,646.0,0.0,2.0,7.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.9,402.10520816,402.10520816,86.5,542.0,0.0,1.0,10.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,359.17461031,359.17461031,61.4,521.0,0.0,1.0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4,244.03064868,244.03064868,87.0,453.0,0.0,2.0,4.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3.5,444.23860755,444.23860755,83.7,607.0,0.0,1.0,8.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,368.13855916,368.13855916,92.7,491.0,0.0,2.0,6.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,360.13347377,360.13347377,86.5,497.0,0.0,1.0,7.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,439.13142534,439.13142534,138.0,707.0,0.0,3.0,7.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4,348.13347377,348.13347377,86.5,455.0,0.0,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.3,304.0073264,304.0073264,93.9,466.0,0.0,1.0,3.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.2,329.04702701,329.04702701,137.0,559.0,0.0,2.0,6.0,2.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4.2,404.0597559,404.0597559,113.0,627.0,0.0,2.0,5.0,7.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.5,315.03137695,315.03137695,140.0,543.0,0.0,1.0,5.0,2.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1.9,236.06194880,236.06194880,65.9,290.0,0.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.3,387.0177466,387.0177466,87.0,641.0,0.0,2.0,5.0,3.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2.7,423.22703980,423.22703980,92.4,571.0,0.0,2.0,6.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.9,484.24744090,484.24744090,79.5,671.0,0.0,2.0,5.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,374.19540532,374.19540532,108.0,510.0,0.0,3.0,6.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,488.20597001,488.20597001,121.0,752.0,0.0,3.0,7.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6,281.09127461,281.09127461,132.0,502.0,0.0,3.0,6.0,3.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3.5,317.07351655,317.07351655,109.0,471.0,0.0,1.0,5.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.6,362.02008,362.02008,72.2,336.0,0.0,2.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.1,304.1342410,304.1342410,36.4,335.0,0.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,372.19501140,372.19501140,76.8,470.0,0.0,2.0,4.0,7.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.5,435.06947,435.06947,95.8,541.0,0.0,4.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,357.1356380,357.1356380,66.1,436.0,0.0,2.0,5.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,494.20778153,494.20778153,144.0,760.0,0.0,3.0,10.0,7.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6,282.11167570,282.11167570,84.0,397.0,0.0,2.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,298.10659032,298.10659032,100.0,551.0,0.0,3.0,4.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7,282.15929460,282.15929460,95.6,352.0,0.0,2.0,5.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.6,449.06163170,449.06163170,157.0,753.0,0.0,3.0,8.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.2,387.14953838,387.14953838,92.9,555.0,0.0,3.0,5.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,621.1713720,621.1713720,125.0,940.0,0.0,2.0,8.0,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,516.17323058,516.17323058,112.0,780.0,0.0,2.0,6.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,420.1135228,420.1135228,121.0,624.0,0.0,3.0,7.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9,342.1359723,342.1359723,92.5,416.0,0.0,3.0,5.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4,303.137162174,303.137162174,68.0,375.0,0.0,2.0,3.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,278.0280618,278.0280618,67.3,341.0,0.0,1.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.3,394.0655100,394.0655100,108.0,516.0,0.0,3.0,4.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2,391.0683463,391.0683463,150.0,575.0,0.0,4.0,8.0,0.0,27.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2.8,332.12732577,332.12732577,75.3,468.0,0.0,3.0,5.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.8,545.1176051,545.1176051,113.0,964.0,0.0,2.0,7.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9,393.12594604,393.12594604,138.0,587.0,0.0,3.0,6.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9,371.14945819,371.14945819,111.0,658.0,0.0,3.0,5.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.5,433.09186920,433.09186920,125.0,726.0,0.0,2.0,5.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8,360.12561169,360.12561169,96.6,539.0,0.0,1.0,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,483.20928174,483.20928174,112.0,753.0,0.0,3.0,5.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,458.21403277,458.21403277,72.6,739.0,0.0,1.0,5.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,331.0472169,331.0472169,117.0,482.0,0.0,2.0,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.6,675.24572439,675.24572439,80.7,1110.0,0.0,2.0,9.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.6,360.13347377,360.13347377,119.0,512.0,0.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,312.10111102,312.10111102,74.6,574.0,0.0,1.0,4.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.5,360.183778013,360.183778013,51.2,442.0,0.0,1.0,3.0,7.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.3,432.13684508,432.13684508,150.0,633.0,0.0,4.0,6.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.6,368.16485409,368.16485409,73.1,469.0,0.0,1.0,6.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.6,423.13069464,423.13069464,92.9,610.0,0.0,3.0,7.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.3,359.12699141,359.12699141,101.0,456.0,0.0,5.0,5.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,227.897019,227.897019,45.3,164.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,554.14713497,554.14713497,168.0,1030.0,0.0,2.0,10.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8,443.0917843,443.0917843,138.0,646.0,0.0,2.0,8.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.7,353.0843513,353.0843513,66.5,455.0,0.0,2.0,5.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,413.02875,413.02875,64.3,461.0,0.0,1.0,6.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,375.16952493,375.16952493,74.1,482.0,0.0,1.0,6.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.6,415.21205845,415.21205845,80.5,564.0,0.0,1.0,7.0,8.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.1,359.14945819,359.14945819,90.1,498.0,0.0,1.0,7.0,5.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1.7,316.11849242,316.11849242,93.8,418.0,0.0,1.0,7.0,4.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.0,344.10217365,344.10217365,94.8,528.0,0.0,1.0,7.0,3.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.3,307.10692467,307.10692467,95.7,377.0,0.0,2.0,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,278.12799447,278.12799447,68.0,384.0,0.0,1.0,5.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,
1.0,410.17541877,410.17541877,98.3,613.0,0.0,3.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,397.19747101,397.19747101,141.0,527.0,0.0,2.0,9.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.2,386.02660,386.02660,63.4,491.0,0.0,2.0,3.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.2,229.0406750,229.0406750,41.6,248.0,0.0,1.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.5,343.11815806,343.11815806,101.0,515.0,0.0,1.0,7.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,346.10659032,346.10659032,115.0,624.0,0.0,2.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4,289.10152556,289.10152556,30.2,363.0,0.0,0.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9,408.1353036,408.1353036,67.2,680.0,0.0,1.0,4.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,342.0407345,342.0407345,95.5,589.0,0.0,3.0,5.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.1,312.0777887,312.0777887,70.7,424.0,0.0,2.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8,280.13241115,280.13241115,70.7,356.0,0.0,2.0,3.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.1,433.05719,433.05719,102.0,504.0,0.0,2.0,5.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,335.09060590,335.09060590,95.2,639.0,0.0,1.0,5.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.2,338.09027155,338.09027155,105.0,592.0,0.0,3.0,6.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.8,344.0386265,344.0386265,83.5,507.0,0.0,2.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.2,381.967875,381.967875,78.4,549.0,0.0,3.0,4.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,314.0458199,314.0458199,78.4,490.0,0.0,3.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.9,332.0119330,332.0119330,58.2,498.0,0.0,2.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.3,298.0509053,298.0509053,58.2,461.0,0.0,2.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,353.06478508,353.06478508,141.0,668.0,0.0,3.0,7.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3,454.13109099,454.13109099,128.0,868.0,0.0,2.0,7.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7,348.13347377,348.13347377,86.5,455.0,0.0,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3,371.16451973,371.16451973,80.3,533.0,0.0,2.0,5.0,5.0,27.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
3.2,402.14740976,402.14740976,144.0,601.0,0.0,3.0,8.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.7,286.02345529,286.02345529,80.9,362.0,0.0,0.0,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.5,382.0832680,382.0832680,81.7,525.0,0.0,1.0,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4,494.20663871,494.20663871,92.0,992.0,0.0,1.0,4.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
